"MessageNumber","DiagnosisTypes","Timestamp","TimeElapsed","Module","Summary","UsbDevice","TransferData"
"4676","None","2017-08-01T09:25:13.6537533","0.0163738","UsbSpec","Interrupt In Transfer","2 ","00,08,03,50,30,30,30,30",
"4673","None","2017-08-01T09:25:13.6454842","0.0004471","UsbSpec","Control Out Transfer","2 ","08,03,48,00,C3,00,00,00",
"4672","None","2017-08-01T09:25:13.6454382","0.0161593","UsbSpec","Interrupt In Transfer","2 ","00,08,03,4C,30,30,30,30",
"4669","None","2017-08-01T09:25:13.6374924","0.0004281","UsbSpec","Control Out Transfer","2 ","08,03,44,00,C3,00,00,00",
"4668","None","2017-08-01T09:25:13.6374459","0.0162881","UsbSpec","Interrupt In Transfer","2 ","00,08,03,48,30,30,30,30",
"4665","None","2017-08-01T09:25:13.6294846","0.0004516","UsbSpec","Control Out Transfer","2 ","08,03,40,00,C3,00,00,00",
"4664","None","2017-08-01T09:25:13.6294351","0.0159951","UsbSpec","Interrupt In Transfer","2 ","00,08,03,44,30,30,30,30",
"4661","None","2017-08-01T09:25:13.6215388","0.0004920","UsbSpec","Control Out Transfer","2 ","08,03,3C,00,C3,00,00,00",
"4660","None","2017-08-01T09:25:13.6214757","0.0159551","UsbSpec","Interrupt In Transfer","2 ","00,08,03,40,30,30,30,30",
"4657","None","2017-08-01T09:25:13.6135594","0.0004304","UsbSpec","Control Out Transfer","2 ","08,03,38,00,C3,00,00,00",
"4656","None","2017-08-01T09:25:13.6134805","0.0159486","UsbSpec","Interrupt In Transfer","2 ","00,08,03,3C,30,30,30,30",
"4653","None","2017-08-01T09:25:13.6055649","0.0005097","UsbSpec","Control Out Transfer","2 ","08,03,34,00,C3,00,00,00",
"4652","None","2017-08-01T09:25:13.6055256","0.0159437","UsbSpec","Interrupt In Transfer","2 ","00,08,03,38,30,30,30,30",
"4649","None","2017-08-01T09:25:13.5979136","0.0007819","UsbSpec","Control Out Transfer","2 ","08,03,30,00,C3,00,00,00",
"4648","None","2017-08-01T09:25:13.5978460","0.0156243","UsbSpec","Interrupt In Transfer","2 ","00,08,03,34,30,30,30,30",
"4645","None","2017-08-01T09:25:13.5900621","0.0004569","UsbSpec","Control Out Transfer","2 ","08,03,2C,00,C3,00,00,00",
"4644","None","2017-08-01T09:25:13.5899945","0.0155001","UsbSpec","Interrupt In Transfer","2 ","00,08,03,30,30,30,30,30",
"4641","None","2017-08-01T09:25:13.5822606","0.0006324","UsbSpec","Control Out Transfer","2 ","08,03,28,00,C3,00,00,00",
"4640","Validation","2017-08-01T09:25:13.5822009","0.0156130","UsbSpec","Interrupt In Transfer","2 ","00,08,03,2C,30,30,30,30",
"4637","None","2017-08-01T09:25:13.5735615","0.0005006","UsbSpec","Control Out Transfer","2 ","08,03,24,00,C3,00,00,00",
"4636","None","2017-08-01T09:25:13.5734946","0.0164316","UsbSpec","Interrupt In Transfer","2 ","00,08,03,28,30,30,30,30",
"4633","None","2017-08-01T09:25:13.5658188","0.0005898","UsbSpec","Control Out Transfer","2 ","08,03,20,00,C3,00,00,00",
"4632","None","2017-08-01T09:25:13.5657508","0.0164104","UsbSpec","Interrupt In Transfer","2 ","00,08,03,24,30,30,30,30",
"4629","None","2017-08-01T09:25:13.5575762","0.0005543","UsbSpec","Control Out Transfer","2 ","08,03,1C,00,C3,00,00,00",
"4628","None","2017-08-01T09:25:13.5575086","0.0159449","UsbSpec","Interrupt In Transfer","2 ","00,08,03,20,30,30,30,30",
"4625","None","2017-08-01T09:25:13.5499377","0.0007035","UsbSpec","Control Out Transfer","2 ","08,03,18,00,C3,00,00,00",
"4624","None","2017-08-01T09:25:13.5498694","0.0158501","UsbSpec","Interrupt In Transfer","2 ","00,08,03,1C,30,30,30,30",
"4621","None","2017-08-01T09:25:13.5419553","0.0006808","UsbSpec","Control Out Transfer","2 ","08,03,14,00,C3,00,00,00",
"4620","None","2017-08-01T09:25:13.5418681","0.0156122","UsbSpec","Interrupt In Transfer","2 ","00,08,03,18,30,30,30,30",
"4617","None","2017-08-01T09:25:13.5337010","0.0005505","UsbSpec","Control Out Transfer","2 ","08,03,10,00,C3,00,00,00",
"4616","None","2017-08-01T09:25:13.5336164","0.0162213","UsbSpec","Interrupt In Transfer","2 ","00,08,03,14,30,30,30,30",
"4613","None","2017-08-01T09:25:13.5260595","0.0005475","UsbSpec","Control Out Transfer","2 ","08,03,0C,00,C3,00,00,00",
"4612","None","2017-08-01T09:25:13.5259685","0.0158656","UsbSpec","Interrupt In Transfer","2 ","00,08,03,10,30,30,30,30",
"4609","None","2017-08-01T09:25:13.5176681","0.0005430","UsbSpec","Control Out Transfer","2 ","08,03,08,00,C3,00,00,00",
"4608","None","2017-08-01T09:25:13.5175779","0.0160045","UsbSpec","Interrupt In Transfer","2 ","00,08,03,0C,30,30,30,30",
"4605","None","2017-08-01T09:25:13.5097053","0.0005909","UsbSpec","Control Out Transfer","2 ","08,03,04,00,C3,00,00,00",
"4604","None","2017-08-01T09:25:13.5096340","0.0162956","UsbSpec","Interrupt In Transfer","2 ","00,08,03,08,30,30,30,30",
"4601","None","2017-08-01T09:25:13.5016047","0.0005494","UsbSpec","Control Out Transfer","2 ","08,03,00,00,C3,00,00,00",
"4600","None","2017-08-01T09:25:13.5015390","0.0160042","UsbSpec","Interrupt In Transfer","2 ","00,08,03,04,30,30,30,30",
"4597","None","2017-08-01T09:25:13.4935955","0.0004889","UsbSpec","Control Out Transfer","2 ","08,02,FC,00,C3,00,00,00",
"4596","None","2017-08-01T09:25:13.4935260","0.0160763","UsbSpec","Interrupt In Transfer","2 ","00,08,03,00,30,30,30,30",
"4593","None","2017-08-01T09:25:13.4855794","0.0004890","UsbSpec","Control Out Transfer","2 ","08,02,F8,00,C3,00,00,00",
"4592","None","2017-08-01T09:25:13.4855035","0.0159838","UsbSpec","Interrupt In Transfer","2 ","00,08,02,FC,30,30,30,30",
"4589","None","2017-08-01T09:25:13.4778348","0.0005944","UsbSpec","Control Out Transfer","2 ","08,02,F4,00,C3,00,00,00",
"4588","None","2017-08-01T09:25:13.4777639","0.0157315","UsbSpec","Interrupt In Transfer","2 ","00,08,02,F8,30,30,30,30",
"4585","None","2017-08-01T09:25:13.4695881","0.0007423","UsbSpec","Control Out Transfer","2 ","08,02,F0,00,C3,00,00,00",
"4584","None","2017-08-01T09:25:13.4695232","0.0159358","UsbSpec","Interrupt In Transfer","2 ","00,08,02,F4,30,30,30,30",
"4581","None","2017-08-01T09:25:13.4617170","0.0006627","UsbSpec","Control Out Transfer","2 ","08,02,EC,00,C3,00,00,00",
"4580","None","2017-08-01T09:25:13.4616483","0.0160797","UsbSpec","Interrupt In Transfer","2 ","00,08,02,F0,30,30,30,30",
"4577","None","2017-08-01T09:25:13.4537044","0.0006804","UsbSpec","Control Out Transfer","2 ","08,02,E8,00,C3,00,00,00",
"4576","None","2017-08-01T09:25:13.4536376","0.0158557","UsbSpec","Interrupt In Transfer","2 ","00,08,02,EC,30,30,30,30",
"4573","None","2017-08-01T09:25:13.4460210","0.0005433","UsbSpec","Control Out Transfer","2 ","08,02,E4,00,C3,00,00,00",
"4572","None","2017-08-01T09:25:13.4459364","0.0156795","UsbSpec","Interrupt In Transfer","2 ","00,08,02,E8,30,30,30,30",
"4569","None","2017-08-01T09:25:13.4382032","0.0008103","UsbSpec","Control Out Transfer","2 ","08,02,E0,00,C3,00,00,00",
"4568","None","2017-08-01T09:25:13.4381224","0.0154831","UsbSpec","Interrupt In Transfer","2 ","00,08,02,E4,30,30,30,30",
"4565","None","2017-08-01T09:25:13.4298726","0.0006283","UsbSpec","Control Out Transfer","2 ","08,02,DC,00,C3,00,00,00",
"4564","None","2017-08-01T09:25:13.4297854","0.0161163","UsbSpec","Interrupt In Transfer","2 ","00,08,02,E0,30,30,30,30",
"4561","None","2017-08-01T09:25:13.4217354","0.0006113","UsbSpec","Control Out Transfer","2 ","08,02,D8,00,C3,00,00,00",
"4560","None","2017-08-01T09:25:13.4216512","0.0164270","UsbSpec","Interrupt In Transfer","2 ","00,08,02,DC,30,30,30,30",
"4557","None","2017-08-01T09:25:13.4137393","0.0006438","UsbSpec","Control Out Transfer","2 ","08,02,D4,00,C3,00,00,00",
"4556","None","2017-08-01T09:25:13.4136370","0.0161137","UsbSpec","Interrupt In Transfer","2 ","00,08,02,D8,30,30,30,30",
"4553","None","2017-08-01T09:25:13.4057037","0.0006690","UsbSpec","Control Out Transfer","2 ","08,02,D0,00,C3,00,00,00",
"4552","None","2017-08-01T09:25:13.4056191","0.0159977","UsbSpec","Interrupt In Transfer","2 ","00,08,02,D4,30,30,30,30",
"4549","None","2017-08-01T09:25:13.3979417","0.0007170","UsbSpec","Control Out Transfer","2 ","08,02,CC,00,C3,00,00,00",
"4548","None","2017-08-01T09:25:13.3978745","0.0157289","UsbSpec","Interrupt In Transfer","2 ","00,08,02,D0,30,30,30,30",
"4545","None","2017-08-01T09:25:13.3895896","0.0005279","UsbSpec","Control Out Transfer","2 ","08,02,C8,00,C3,00,00,00",
"4544","None","2017-08-01T09:25:13.3895243","0.0160608","UsbSpec","Interrupt In Transfer","2 ","00,08,02,CC,30,30,30,30",
"4541","None","2017-08-01T09:25:13.3820894","0.0006384","UsbSpec","Control Out Transfer","2 ","08,02,C4,00,C3,00,00,00",
"4540","None","2017-08-01T09:25:13.3820180","0.0158146","UsbSpec","Interrupt In Transfer","2 ","00,08,02,C8,30,30,30,30",
"4537","None","2017-08-01T09:25:13.3736991","0.0005702","UsbSpec","Control Out Transfer","2 ","08,02,C0,00,C3,00,00,00",
"4536","None","2017-08-01T09:25:13.3736304","0.0158611","UsbSpec","Interrupt In Transfer","2 ","00,08,02,C4,30,30,30,30",
"4533","None","2017-08-01T09:25:13.3658137","0.0005932","UsbSpec","Control Out Transfer","2 ","08,02,BC,00,C3,00,00,00",
"4532","None","2017-08-01T09:25:13.3657484","0.0162341","UsbSpec","Interrupt In Transfer","2 ","00,08,02,C0,30,30,30,30",
"4529","None","2017-08-01T09:25:13.3575711","0.0005928","UsbSpec","Control Out Transfer","2 ","08,02,B8,00,C3,00,00,00",
"4528","None","2017-08-01T09:25:13.3575062","0.0160932","UsbSpec","Interrupt In Transfer","2 ","00,08,02,BC,30,30,30,30",
"4525","None","2017-08-01T09:25:13.3500652","0.0005282","UsbSpec","Control Out Transfer","2 ","08,02,B4,00,C3,00,00,00",
"4524","None","2017-08-01T09:25:13.3499580","0.0157187","UsbSpec","Interrupt In Transfer","2 ","00,08,02,B8,30,30,30,30",
"4521","None","2017-08-01T09:25:13.3415621","0.0004833","UsbSpec","Control Out Transfer","2 ","08,02,B0,00,C3,00,00,00",
"4520","None","2017-08-01T09:25:13.3415069","0.0159698","UsbSpec","Interrupt In Transfer","2 ","00,08,02,B4,30,30,30,30",
"4517","None","2017-08-01T09:25:13.3337949","0.0006109","UsbSpec","Control Out Transfer","2 ","08,02,AC,00,C3,00,00,00",
"4516","None","2017-08-01T09:25:13.3337069","0.0162258","UsbSpec","Interrupt In Transfer","2 ","00,08,02,B0,30,30,30,30",
"4513","None","2017-08-01T09:25:13.3258698","0.0005777","UsbSpec","Control Out Transfer","2 ","08,02,A8,00,C3,00,00,00",
"4512","None","2017-08-01T09:25:13.3258230","0.0156141","UsbSpec","Interrupt In Transfer","2 ","00,08,02,AC,30,30,30,30",
"4509","None","2017-08-01T09:25:13.3175615","0.0005090","UsbSpec","Control Out Transfer","2 ","08,02,A4,00,C3,00,00,00",
"4508","None","2017-08-01T09:25:13.3174932","0.0161937","UsbSpec","Interrupt In Transfer","2 ","00,08,02,A8,30,30,30,30",
"4505","None","2017-08-01T09:25:13.3098592","0.0007998","UsbSpec","Control Out Transfer","2 ","08,02,A0,00,C3,00,00,00",
"4504","None","2017-08-01T09:25:13.3097728","0.0160211","UsbSpec","Interrupt In Transfer","2 ","00,08,02,A4,30,30,30,30",
"4501","None","2017-08-01T09:25:13.3016072","0.0008541","UsbSpec","Control Out Transfer","2 ","08,02,9C,00,C3,00,00,00",
"4500","None","2017-08-01T09:25:13.3015056","0.0159710","UsbSpec","Interrupt In Transfer","2 ","00,08,02,A0,30,30,30,30",
"4497","None","2017-08-01T09:25:13.2935209","0.0007488","UsbSpec","Control Out Transfer","2 ","08,02,98,00,C3,00,00,00",
"4496","None","2017-08-01T09:25:13.2934700","0.0162880","UsbSpec","Interrupt In Transfer","2 ","00,08,02,9C,30,30,30,30",
"4493","None","2017-08-01T09:25:13.2859323","0.0007959","UsbSpec","Control Out Transfer","2 ","08,02,94,00,C3,00,00,00",
"4492","None","2017-08-01T09:25:13.2858764","0.0156013","UsbSpec","Interrupt In Transfer","2 ","00,08,02,98,30,30,30,30",
"4489","None","2017-08-01T09:25:13.2778385","0.0007491","UsbSpec","Control Out Transfer","2 ","08,02,90,00,C3,00,00,00",
"4488","None","2017-08-01T09:25:13.2777494","0.0156915","UsbSpec","Interrupt In Transfer","2 ","00,08,02,94,30,30,30,30",
"4485","None","2017-08-01T09:25:13.2695290","0.0005849","UsbSpec","Control Out Transfer","2 ","08,02,8C,00,C3,00,00,00",
"4484","None","2017-08-01T09:25:13.2695139","0.0163455","UsbSpec","Interrupt In Transfer","2 ","00,08,02,90,30,30,30,30",
"4481","None","2017-08-01T09:25:13.2618472","0.0007045","UsbSpec","Control Out Transfer","2 ","08,02,88,00,C3,00,00,00",
"4480","None","2017-08-01T09:25:13.2617599","0.0159740","UsbSpec","Interrupt In Transfer","2 ","00,08,02,8C,30,30,30,30",
"4477","None","2017-08-01T09:25:13.2538541","0.0005808","UsbSpec","Control Out Transfer","2 ","08,02,84,00,C3,00,00,00",
"4476","None","2017-08-01T09:25:13.2537484","0.0157319","UsbSpec","Interrupt In Transfer","2 ","00,08,02,88,30,30,30,30",
"4473","None","2017-08-01T09:25:13.2454851","0.0007196","UsbSpec","Control Out Transfer","2 ","08,02,80,00,C3,00,00,00",
"4472","None","2017-08-01T09:25:13.2454371","0.0163032","UsbSpec","Interrupt In Transfer","2 ","00,08,02,84,30,30,30,30",
"4469","None","2017-08-01T09:25:13.2374754","0.0004343","UsbSpec","Control Out Transfer","2 ","08,02,7C,00,C3,00,00,00",
"4468","None","2017-08-01T09:25:13.2374286","0.0163051","UsbSpec","Interrupt In Transfer","2 ","00,08,02,80,30,30,30,30",
"4465","None","2017-08-01T09:25:13.2294760","0.0004440","UsbSpec","Control Out Transfer","2 ","08,02,78,00,C3,00,00,00",
"4464","None","2017-08-01T09:25:13.2294299","0.0159997","UsbSpec","Interrupt In Transfer","2 ","00,08,02,7C,30,30,30,30",
"4461","None","2017-08-01T09:25:13.2215521","0.0158743","UsbSpec","Interrupt In Transfer","2 ","00,08,02,78,30,30,30,30",
"4460","None","2017-08-01T09:25:13.2215007","0.0004388","UsbSpec","Control Out Transfer","2 ","08,02,74,00,C3,00,00,00",
"4457","None","2017-08-01T09:25:13.2134756","0.0004444","UsbSpec","Control Out Transfer","2 ","08,02,70,00,C3,00,00,00",
"4456","None","2017-08-01T09:25:13.2134296","0.0159973","UsbSpec","Interrupt In Transfer","2 ","00,08,02,74,30,30,30,30",
"4453","None","2017-08-01T09:25:13.2054770","0.0004432","UsbSpec","Control Out Transfer","2 ","08,02,6C,00,C3,00,00,00",
"4452","None","2017-08-01T09:25:13.2054305","0.0159966","UsbSpec","Interrupt In Transfer","2 ","00,08,02,70,30,30,30,30",
"4449","None","2017-08-01T09:25:13.1974726","0.0004471","UsbSpec","Control Out Transfer","2 ","08,02,68,00,C3,00,00,00",
"4448","None","2017-08-01T09:25:13.1974209","0.0160060","UsbSpec","Interrupt In Transfer","2 ","00,08,02,6C,30,30,30,30",
"4445","Validation","2017-08-01T09:25:13.1894819","0.0004527","UsbSpec","Control Out Transfer","2 ","08,02,64,00,C3,00,00,00",
"4444","None","2017-08-01T09:25:13.1894313","0.0159958","UsbSpec","Interrupt In Transfer","2 ","00,08,02,68,30,30,30,30",
"4441","None","2017-08-01T09:25:13.1814802","0.0004432","UsbSpec","Control Out Transfer","2 ","08,02,60,00,C3,00,00,00",
"4440","None","2017-08-01T09:25:13.1814337","0.0159849","UsbSpec","Interrupt In Transfer","2 ","00,08,02,64,30,30,30,30",
"4437","None","2017-08-01T09:25:13.1734785","0.0004938","UsbSpec","Control Out Transfer","2 ","08,02,5C,00,C3,00,00,00",
"4436","None","2017-08-01T09:25:13.1734316","0.0159959","UsbSpec","Interrupt In Transfer","2 ","00,08,02,60,30,30,30,30",
"4433","None","2017-08-01T09:25:13.1654722","0.0004441","UsbSpec","Control Out Transfer","2 ","08,02,58,00,C3,00,00,00",
"4432","None","2017-08-01T09:25:13.1654303","0.0160000","UsbSpec","Interrupt In Transfer","2 ","00,08,02,5C,30,30,30,30",
"4429","None","2017-08-01T09:25:13.1574890","0.0004947","UsbSpec","Control Out Transfer","2 ","08,02,54,00,C3,00,00,00",
"4428","None","2017-08-01T09:25:13.1574407","0.0159868","UsbSpec","Interrupt In Transfer","2 ","00,08,02,58,DB,01,D6,26",
"4425","None","2017-08-01T09:25:13.1494839","0.0004471","UsbSpec","Control Out Transfer","2 ","08,02,50,00,C3,00,00,00",
"4424","None","2017-08-01T09:25:13.1494360","0.0159906","UsbSpec","Interrupt In Transfer","2 ","00,08,02,54,9F,41,D4,05",
"4421","None","2017-08-01T09:25:13.1415143","0.0004554","UsbSpec","Control Out Transfer","2 ","08,02,4C,00,C3,00,00,00",
"4420","None","2017-08-01T09:25:13.1414502","0.0159792","UsbSpec","Interrupt In Transfer","2 ","00,08,02,50,DF,45,16,BF",
"4417","None","2017-08-01T09:25:13.1335236","0.0004595","UsbSpec","Control Out Transfer","2 ","08,02,48,00,C3,00,00,00",
"4416","None","2017-08-01T09:25:13.1334583","0.0159717","UsbSpec","Interrupt In Transfer","2 ","00,08,02,4C,A7,26,4C,71",
"4413","None","2017-08-01T09:25:13.1255589","0.0004629","UsbSpec","Control Out Transfer","2 ","08,02,44,00,C3,00,00,00",
"4412","None","2017-08-01T09:25:13.1255076","0.0159286","UsbSpec","Interrupt In Transfer","2 ","00,08,02,48,98,0A,8C,19",
"4409","None","2017-08-01T09:25:13.1178196","0.0004909","UsbSpec","Control Out Transfer","2 ","08,02,40,00,C3,00,00,00",
"4408","None","2017-08-01T09:25:13.1177233","0.0157176","UsbSpec","Interrupt In Transfer","2 ","00,08,02,44,7B,80,6F,43",
"4405","None","2017-08-01T09:25:13.1098353","0.0006392","UsbSpec","Control Out Transfer","2 ","08,02,3C,00,C3,00,00,00",
"4404","None","2017-08-01T09:25:13.1097651","0.0156745","UsbSpec","Interrupt In Transfer","2 ","00,08,02,40,5B,A5,41,46",
"4401","None","2017-08-01T09:25:13.1016120","0.0005089","UsbSpec","Control Out Transfer","2 ","08,02,38,00,C3,00,00,00",
"4400","None","2017-08-01T09:25:13.1015293","0.0161585","UsbSpec","Interrupt In Transfer","2 ","00,08,02,3C,65,0C,A0,26",
"4397","None","2017-08-01T09:25:13.0939810","0.0005691","UsbSpec","Control Out Transfer","2 ","08,02,34,00,C3,00,00,00",
"4396","None","2017-08-01T09:25:13.0938780","0.0158553","UsbSpec","Interrupt In Transfer","2 ","00,08,02,38,8F,42,59,1A",
"4393","None","2017-08-01T09:25:13.0855659","0.0005683","UsbSpec","Control Out Transfer","2 ","08,02,30,00,C3,00,00,00",
"4392","None","2017-08-01T09:25:13.0855021","0.0159947","UsbSpec","Interrupt In Transfer","2 ","00,08,02,34,32,46,6A,0B",
"4389","None","2017-08-01T09:25:13.0777020","0.0005751","UsbSpec","Control Out Transfer","2 ","08,02,2C,00,C3,00,00,00",
"4388","None","2017-08-01T09:25:13.0776341","0.0162133","UsbSpec","Interrupt In Transfer","2 ","00,08,02,30,6D,27,BB,C0",
"4385","None","2017-08-01T09:25:13.0695923","0.0005309","UsbSpec","Control Out Transfer","2 ","08,02,28,00,C3,00,00,00",
"4384","None","2017-08-01T09:25:13.0695406","0.0159271","UsbSpec","Interrupt In Transfer","2 ","00,08,02,2C,D3,05,E0,01",
"4381","None","2017-08-01T09:25:13.0618791","0.0006075","UsbSpec","Control Out Transfer","2 ","08,02,24,00,C3,00,00,00",
"4380","None","2017-08-01T09:25:13.0618111","0.0157912","UsbSpec","Interrupt In Transfer","2 ","00,08,02,28,4A,34,64,41",
"4377","None","2017-08-01T09:25:13.0536694","0.0005516","UsbSpec","Control Out Transfer","2 ","08,02,20,00,C3,00,00,00",
"4376","None","2017-08-01T09:25:13.0535938","0.0158781","UsbSpec","Interrupt In Transfer","2 ","00,08,02,24,14,08,A1,45",
"4373","None","2017-08-01T09:25:13.0458689","0.0006861","UsbSpec","Control Out Transfer","2 ","08,02,1C,00,C3,00,00,00",
"4372","None","2017-08-01T09:25:13.0458006","0.0159796","UsbSpec","Interrupt In Transfer","2 ","00,08,02,20,89,19,41,27",
"4369","None","2017-08-01T09:25:13.0376909","0.0004890","UsbSpec","Control Out Transfer","2 ","08,02,18,00,C3,00,00,00",
"4368","None","2017-08-01T09:25:13.0376237","0.0159350","UsbSpec","Interrupt In Transfer","2 ","00,08,02,1C,2C,43,9C,0A",
"4365","None","2017-08-01T09:25:13.0295763","0.0006468","UsbSpec","Control Out Transfer","2 ","08,02,14,00,C3,00,00,00",
"4364","None","2017-08-01T09:25:13.0295121","0.0162564","UsbSpec","Interrupt In Transfer","2 ","00,08,02,18,0D,46,38,B5",
"4361","None","2017-08-01T09:25:13.0215482","0.0004897","UsbSpec","Control Out Transfer","2 ","08,02,10,00,C3,00,00,00",
"4360","None","2017-08-01T09:25:13.0214847","0.0160978","UsbSpec","Interrupt In Transfer","2 ","00,08,02,14,46,27,49,08",
"4357","None","2017-08-01T09:25:13.0140060","0.0006494","UsbSpec","Control Out Transfer","2 ","08,02,0C,00,C3,00,00,00",
"4356","None","2017-08-01T09:25:13.0139380","0.0155375","UsbSpec","Interrupt In Transfer","2 ","00,08,02,10,54,1A,63,0C",
"4353","None","2017-08-01T09:25:13.0055667","0.0006464","UsbSpec","Control Out Transfer","2 ","08,02,08,00,C3,00,00,00",
"4352","None","2017-08-01T09:25:13.0054938","0.0159588","UsbSpec","Interrupt In Transfer","2 ","00,08,02,0C,26,B9,4F,42",
"4349","None","2017-08-01T09:25:12.9975495","0.0006373","UsbSpec","Control Out Transfer","2 ","08,02,04,00,C3,00,00,00",
"4348","None","2017-08-01T09:25:12.9974785","0.0163802","UsbSpec","Interrupt In Transfer","2 ","00,08,02,08,C1,BC,02,46",
"4345","None","2017-08-01T09:25:12.9899711","0.0005433","UsbSpec","Control Out Transfer","2 ","08,02,00,00,C3,00,00,00",
"4344","None","2017-08-01T09:25:12.9898910","0.0155688","UsbSpec","Interrupt In Transfer","2 ","00,08,02,04,E7,01,A9,27",
"4341","None","2017-08-01T09:25:12.9816175","0.0007268","UsbSpec","Control Out Transfer","2 ","08,01,FC,00,C3,00,00,00",
"4340","None","2017-08-01T09:25:12.9815514","0.0158905","UsbSpec","Interrupt In Transfer","2 ","00,08,02,00,1D,41,D7,05",
"4337","None","2017-08-01T09:25:12.9735852","0.0005739","UsbSpec","Control Out Transfer","2 ","08,01,F8,00,C3,00,00,00",
"4336","None","2017-08-01T09:25:12.9735127","0.0163443","UsbSpec","Interrupt In Transfer","2 ","00,08,01,FC,5F,45,76,67",
"4333","None","2017-08-01T09:25:12.9660279","0.0006321","UsbSpec","Control Out Transfer","2 ","08,01,F4,00,C3,00,00,00",
"4332","Validation","2017-08-01T09:25:12.9659222","0.0156001","UsbSpec","Interrupt In Transfer","2 ","00,08,01,F8,8A,27,B7,9F",
"4329","None","2017-08-01T09:25:12.9580624","0.0004724","UsbSpec","Control Out Transfer","2 ","08,01,F0,00,C3,00,00,00",
"4328","None","2017-08-01T09:25:12.9579922","0.0154876","UsbSpec","Interrupt In Transfer","2 ","00,08,01,F4,9E,0A,7C,19",
"4325","None","2017-08-01T09:25:12.9495525","0.0006445","UsbSpec","Control Out Transfer","2 ","08,01,EC,00,C3,00,00,00",
"4324","None","2017-08-01T09:25:12.9494770","0.0164082","UsbSpec","Interrupt In Transfer","2 ","00,08,01,F0,D0,17,EC,42",
"4321","None","2017-08-01T09:25:12.9415946","0.0006532","UsbSpec","Control Out Transfer","2 ","08,01,E8,00,C3,00,00,00",
"4320","None","2017-08-01T09:25:12.9415504","0.0163984","UsbSpec","Interrupt In Transfer","2 ","00,08,01,EC,C8,43,C3,45",
"4317","None","2017-08-01T09:25:12.9336699","0.0006831","UsbSpec","Control Out Transfer","2 ","08,01,E4,00,C3,00,00,00",
"4316","None","2017-08-01T09:25:12.9335986","0.0158437","UsbSpec","Interrupt In Transfer","2 ","00,08,01,E8,63,0C,8A,27",
"4313","None","2017-08-01T09:25:12.9257566","0.0006026","UsbSpec","Control Out Transfer","2 ","08,01,E0,00,C3,00,00,00",
