"MessageNumber","DiagnosisTypes","Timestamp","TimeElapsed","Module","Summary","UsbDevice","TransferData"
"4312","None","2017-08-01T09:25:12.9256883","0.0158331","UsbSpec","Interrupt In Transfer","2 ","00,08,01,E4,0E,42,46,1A",
"4309","None","2017-08-01T09:25:12.9179316","0.0005792","UsbSpec","Control Out Transfer","2 ","08,01,DC,00,C3,00,00,00",
"4308","None","2017-08-01T09:25:12.9178108","0.0157504","UsbSpec","Interrupt In Transfer","2 ","00,08,01,E0,B4,45,AF,5D",
"4305","None","2017-08-01T09:25:12.9100734","0.0006755","UsbSpec","Control Out Transfer","2 ","08,01,D8,00,C3,00,00,00",
"4304","None","2017-08-01T09:25:12.9099937","0.0156496","UsbSpec","Interrupt In Transfer","2 ","00,08,01,DC,EB,27,5A,B4",
"4301","None","2017-08-01T09:25:12.9015744","0.0004686","UsbSpec","Control Out Transfer","2 ","08,01,D4,00,C3,00,00,00",
"4300","None","2017-08-01T09:25:12.9015042","0.0162734","UsbSpec","Interrupt In Transfer","2 ","00,08,01,D8,DA,05,F0,01",
"4297","None","2017-08-01T09:25:12.8936433","0.0006238","UsbSpec","Control Out Transfer","2 ","08,01,D0,00,C3,00,00,00",
"4296","None","2017-08-01T09:25:12.8935437","0.0164187","UsbSpec","Interrupt In Transfer","2 ","00,08,01,D4,32,9A,D0,40",
"4293","None","2017-08-01T09:25:12.8856515","0.0004682","UsbSpec","Control Out Transfer","2 ","08,01,CC,00,C3,00,00,00",
"4292","None","2017-08-01T09:25:12.8855623","0.0159000","UsbSpec","Interrupt In Transfer","2 ","00,08,01,D0,8C,B4,15,45",
"4289","None","2017-08-01T09:25:12.8776547","0.0005135","UsbSpec","Control Out Transfer","2 ","08,01,C8,00,C3,00,00,00",
"4288","None","2017-08-01T09:25:12.8775531","0.0159509","UsbSpec","Interrupt In Transfer","2 ","00,08,01,CC,72,19,CE,27",
"4285","None","2017-08-01T09:25:12.8697085","0.0005444","UsbSpec","Control Out Transfer","2 ","08,01,C4,00,C3,00,00,00",
"4284","Validation","2017-08-01T09:25:12.8696171","0.0159098","UsbSpec","Interrupt In Transfer","2 ","00,08,01,C8,9A,42,A4,0A",
"4281","None","2017-08-01T09:25:12.8622588","0.0006309","UsbSpec","Control Out Transfer","2 ","08,01,C0,00,C3,00,00,00",
"4280","None","2017-08-01T09:25:12.8621463","0.0153758","UsbSpec","Interrupt In Transfer","2 ","00,08,01,C4,81,45,73,1D",
"4277","None","2017-08-01T09:25:12.8537451","0.0004799","UsbSpec","Control Out Transfer","2 ","08,01,BC,00,C3,00,00,00",
"4276","None","2017-08-01T09:25:12.8536526","0.0158599","UsbSpec","Interrupt In Transfer","2 ","00,08,01,C0,B5,27,1D,85",
"4273","None","2017-08-01T09:25:12.8456026","0.0004787","UsbSpec","Control Out Transfer","2 ","08,01,B8,00,C3,00,00,00",
"4272","None","2017-08-01T09:25:12.8455335","0.0165686","UsbSpec","Interrupt In Transfer","2 ","00,08,01,BC,31,1A,60,0C",
"4269","None","2017-08-01T09:25:12.8378387","0.0005944","UsbSpec","Control Out Transfer","2 ","08,01,B4,00,C3,00,00,00",
"4268","None","2017-08-01T09:25:12.8377851","0.0157750","UsbSpec","Interrupt In Transfer","2 ","00,08,01,B8,E6,F6,B9,41",
"4265","None","2017-08-01T09:25:12.8298102","0.0007035","UsbSpec","Control Out Transfer","2 ","08,01,B0,00,C3,00,00,00",
"4264","None","2017-08-01T09:25:12.8297306","0.0157708","UsbSpec","Interrupt In Transfer","2 ","00,08,01,B4,A1,72,6F,45",
"4261","None","2017-08-01T09:25:12.8218051","0.0005709","UsbSpec","Control Out Transfer","2 ","08,01,AC,00,C3,00,00,00",
"4260","None","2017-08-01T09:25:12.8217270","0.0160253","UsbSpec","Interrupt In Transfer","2 ","00,08,01,B0,FD,01,11,28",
"4257","None","2017-08-01T09:25:12.8138960","0.0007797","UsbSpec","Control Out Transfer","2 ","08,01,A8,00,C3,00,00,00",
"4256","None","2017-08-01T09:25:12.8138163","0.0158829","UsbSpec","Interrupt In Transfer","2 ","00,08,01,AC,86,40,DF,05",
"4253","None","2017-08-01T09:25:12.8056273","0.0006812","UsbSpec","Control Out Transfer","2 ","08,01,A4,00,C3,00,00,00",
"4252","None","2017-08-01T09:25:12.8055431","0.0161155","UsbSpec","Interrupt In Transfer","2 ","00,08,01,A8,C3,44,C3,73",
"4249","None","2017-08-01T09:25:12.7975980","0.0004728","UsbSpec","Control Out Transfer","2 ","08,01,A0,00,C3,00,00,00",
"4248","Validation","2017-08-01T09:25:12.7974863","0.0162934","UsbSpec","Interrupt In Transfer","2 ","00,08,01,A4,F3,27,BD,52",
"4245","None","2017-08-01T09:25:12.7898372","0.0007076","UsbSpec","Control Out Transfer","2 ","08,01,9C,00,C3,00,00,00",
"4244","None","2017-08-01T09:25:12.7897738","0.0157361","UsbSpec","Interrupt In Transfer","2 ","00,08,01,A0,A6,0A,62,19",
"4241","None","2017-08-01T09:25:12.7817457","0.0006543","UsbSpec","Control Out Transfer","2 ","08,01,98,00,C3,00,00,00",
"4240","None","2017-08-01T09:25:12.7816721","0.0157745","UsbSpec","Interrupt In Transfer","2 ","00,08,01,9C,1B,66,41,42",
"4237","None","2017-08-01T09:25:12.7739214","0.0007933","UsbSpec","Control Out Transfer","2 ","08,01,94,00,C3,00,00,00",
"4236","None","2017-08-01T09:25:12.7738478","0.0158373","UsbSpec","Interrupt In Transfer","2 ","00,08,01,98,3B,46,26,45",
"4233","None","2017-08-01T09:25:12.7662641","0.0006321","UsbSpec","Control Out Transfer","2 ","08,01,90,00,C3,00,00,00",
"4232","None","2017-08-01T09:25:12.7661440","0.0154941","UsbSpec","Interrupt In Transfer","2 ","00,08,01,94,5E,0C,F6,27",
"4229","None","2017-08-01T09:25:12.7577867","0.0006328","UsbSpec","Control Out Transfer","2 ","08,01,8C,00,C3,00,00,00",
"4228","None","2017-08-01T09:25:12.7576662","0.0161322","UsbSpec","Interrupt In Transfer","2 ","00,08,01,90,6A,41,0C,1A",
"4225","None","2017-08-01T09:25:12.7496003","0.0004807","UsbSpec","Control Out Transfer","2 ","08,01,88,00,C3,00,00,00",
"4224","None","2017-08-01T09:25:12.7495165","0.0165811","UsbSpec","Interrupt In Transfer","2 ","00,08,01,8C,19,45,FE,5B",
"4221","None","2017-08-01T09:25:12.7416220","0.0004747","UsbSpec","Control Out Transfer","2 ","08,01,84,00,C3,00,00,00",
"4220","None","2017-08-01T09:25:12.7415575","0.0160781","UsbSpec","Interrupt In Transfer","2 ","00,08,01,88,3B,28,46,C6",
"4217","None","2017-08-01T09:25:12.7336252","0.0006197","UsbSpec","Control Out Transfer","2 ","08,01,80,00,C3,00,00,00",
"4216","None","2017-08-01T09:25:12.7335527","0.0159294","UsbSpec","Interrupt In Transfer","2 ","00,08,01,84,F4,05,19,02",
"4213","None","2017-08-01T09:25:12.7260257","0.0006547","UsbSpec","Control Out Transfer","2 ","08,01,7C,00,C3,00,00,00",
"4212","None","2017-08-01T09:25:12.7259150","0.0156040","UsbSpec","Interrupt In Transfer","2 ","00,08,01,80,45,43,0C,40",
"4209","None","2017-08-01T09:25:12.7178382","0.0006332","UsbSpec","Control Out Transfer","2 ","08,01,78,00,C3,00,00,00",
"4208","None","2017-08-01T09:25:12.7176770","0.0158361","UsbSpec","Interrupt In Transfer","2 ","00,08,01,7C,B4,D4,53,44",
"4205","None","2017-08-01T09:25:12.7099147","0.0005920","UsbSpec","Control Out Transfer","2 ","08,01,74,00,C3,00,00,00",
"4204","None","2017-08-01T09:25:12.7098459","0.0160374","UsbSpec","Interrupt In Transfer","2 ","00,08,01,78,29,19,14,28",
"4201","None","2017-08-01T09:25:12.7015697","0.0004920","UsbSpec","Control Out Transfer","2 ","08,01,70,00,C3,00,00,00",
"4200","None","2017-08-01T09:25:12.7014935","0.0161525","UsbSpec","Interrupt In Transfer","2 ","00,08,01,74,BE,41,9A,0A",
"4197","None","2017-08-01T09:25:12.6938316","0.0006094","UsbSpec","Control Out Transfer","2 ","08,01,6C,00,C3,00,00,00",
"4196","None","2017-08-01T09:25:12.6937587","0.0160555","UsbSpec","Interrupt In Transfer","2 ","00,08,01,70,AD,44,18,66",
"4193","None","2017-08-01T09:25:12.6856551","0.0006052","UsbSpec","Control Out Transfer","2 ","08,01,68,00,C3,00,00,00",
"4192","None","2017-08-01T09:25:12.6855848","0.0158577","UsbSpec","Interrupt In Transfer","2 ","00,08,01,6C,21,28,27,5A",
"4189","None","2017-08-01T09:25:12.6780042","0.0006879","UsbSpec","Control Out Transfer","2 ","08,01,64,00,C3,00,00,00",
"4188","None","2017-08-01T09:25:12.6779373","0.0157550","UsbSpec","Interrupt In Transfer","2 ","00,08,01,68,AA,19,52,0C",
"4185","None","2017-08-01T09:25:12.6696747","0.0005116","UsbSpec","Control Out Transfer","2 ","08,01,60,00,C3,00,00,00",
"4184","None","2017-08-01T09:25:12.6695630","0.0159652","UsbSpec","Interrupt In Transfer","2 ","00,08,01,64,A1,81,E9,40",
"4181","None","2017-08-01T09:25:12.6618803","0.0006019","UsbSpec","Control Out Transfer","2 ","08,01,5C,00,C3,00,00,00",
"4180","None","2017-08-01T09:25:12.6618244","0.0160446","UsbSpec","Interrupt In Transfer","2 ","00,08,01,60,87,EC,A0,44",
"4177","None","2017-08-01T09:25:12.6538159","0.0006381","UsbSpec","Control Out Transfer","2 ","08,01,58,00,C3,00,00,00",
"4176","None","2017-08-01T09:25:12.6537280","0.0157806","UsbSpec","Interrupt In Transfer","2 ","00,08,01,5C,80,02,83,28",
"4173","None","2017-08-01T09:25:12.6458528","0.0006252","UsbSpec","Control Out Transfer","2 ","08,01,54,00,C3,00,00,00",
"4172","None","2017-08-01T09:25:12.6457704","0.0160325","UsbSpec","Interrupt In Transfer","2 ","00,08,01,58,8E,3F,13,06",
"4169","None","2017-08-01T09:25:12.6374908","0.0006159","UsbSpec","Control Out Transfer","2 ","08,01,50,00,C3,00,00,00",
"4168","None","2017-08-01T09:25:12.6374429","0.0162662","UsbSpec","Interrupt In Transfer","2 ","00,08,01,54,DF,43,80,8C",
"4165","None","2017-08-01T09:25:12.6300246","0.0007453","UsbSpec","Control Out Transfer","2 ","08,01,4C,00,C3,00,00,00",
"4164","None","2017-08-01T09:25:12.6299430","0.0158104","UsbSpec","Interrupt In Transfer","2 ","00,08,01,50,99,27,DE,9C",
"4161","None","2017-08-01T09:25:12.6219051","0.0007393","UsbSpec","Control Out Transfer","2 ","08,01,48,00,C3,00,00,00",
"4160","None","2017-08-01T09:25:12.6218832","0.0155419","UsbSpec","Interrupt In Transfer","2 ","00,08,01,4C,90,0A,9A,18",
"4157","None","2017-08-01T09:25:12.6135009","0.0005418","UsbSpec","Control Out Transfer","2 ","08,01,44,00,C3,00,00,00",
"4156","None","2017-08-01T09:25:12.6134552","0.0164723","UsbSpec","Interrupt In Transfer","2 ","00,08,01,48,50,CE,20,41",
"4153","None","2017-08-01T09:25:12.6055346","0.0005003","UsbSpec","Control Out Transfer","2 ","08,01,40,00,C3,00,00,00",
"4152","None","2017-08-01T09:25:12.6054655","0.0163561","UsbSpec","Interrupt In Transfer","2 ","00,08,01,44,8E,D4,27,44",
"4149","None","2017-08-01T09:25:12.5974839","0.0005350","UsbSpec","Control Out Transfer","2 ","08,01,3C,00,C3,00,00,00",
"4148","None","2017-08-01T09:25:12.5974367","0.0160086","UsbSpec","Interrupt In Transfer","2 ","00,08,01,40,43,0C,EB,28",
"4145","None","2017-08-01T09:25:12.5895411","0.0004821","UsbSpec","Control Out Transfer","2 ","08,01,38,00,C3,00,00,00",
"4144","None","2017-08-01T09:25:12.5894750","0.0159792","UsbSpec","Interrupt In Transfer","2 ","00,08,01,3C,4D,40,A6,18",
"4141","None","2017-08-01T09:25:12.5815669","0.0004928","UsbSpec","Control Out Transfer","2 ","08,01,34,00,C3,00,00,00",
"4140","None","2017-08-01T09:25:12.5814876","0.0159426","UsbSpec","Interrupt In Transfer","2 ","00,08,01,38,1D,44,BE,4A",
"4137","None","2017-08-01T09:25:12.5736241","0.0005045","UsbSpec","Control Out Transfer","2 ","08,01,30,00,C3,00,00,00",
"4136","None","2017-08-01T09:25:12.5735600","0.0159067","UsbSpec","Interrupt In Transfer","2 ","00,08,01,34,D7,26,BB,76",
"4133","None","2017-08-01T09:25:12.5659347","0.0008167","UsbSpec","Control Out Transfer","2 ","08,01,2C,00,C3,00,00,00",
"4132","None","2017-08-01T09:25:12.5658531","0.0156247","UsbSpec","Interrupt In Transfer","2 ","00,08,01,30,DA,06,DF,03",
"4129","None","2017-08-01T09:25:12.5577865","0.0004659","UsbSpec","Control Out Transfer","2 ","08,01,28,00,C3,00,00,00",
"4128","None","2017-08-01T09:25:12.5577166","0.0157731","UsbSpec","Interrupt In Transfer","2 ","00,08,01,2C,AD,39,04,3F",
"4125","None","2017-08-01T09:25:12.5496364","0.0005890","UsbSpec","Control Out Transfer","2 ","08,01,24,00,C3,00,00,00",
"4124","None","2017-08-01T09:25:12.5495424","0.0162628","UsbSpec","Interrupt In Transfer","2 ","00,08,01,28,89,C2,69,43",
"4121","None","2017-08-01T09:25:12.5416600","0.0006917","UsbSpec","Control Out Transfer","2 ","08,01,20,00,C3,00,00,00",
"4120","None","2017-08-01T09:25:12.5415803","0.0160993","UsbSpec","Interrupt In Transfer","2 ","00,08,01,24,4B,16,8C,27",
"4117","None","2017-08-01T09:25:12.5340027","0.0006169","UsbSpec","Control Out Transfer","2 ","08,01,1C,00,C3,00,00,00",
"4116","None","2017-08-01T09:25:12.5339332","0.0155794","UsbSpec","Interrupt In Transfer","2 ","00,08,01,20,30,40,89,0A",
"4113","None","2017-08-01T09:25:12.5261448","0.0009025","UsbSpec","Control Out Transfer","2 ","08,01,18,00,C3,00,00,00",
"4112","None","2017-08-01T09:25:12.5260485","0.0154945","UsbSpec","Interrupt In Transfer","2 ","00,08,01,1C,90,43,36,99",
"4109","None","2017-08-01T09:25:12.5180083","0.0005052","UsbSpec","Control Out Transfer","2 ","08,01,14,00,C3,00,00,00",
"4108","Validation","2017-08-01T09:25:12.5179000","0.0159622","UsbSpec","Interrupt In Transfer","2 ","00,08,01,18,A0,26,73,F4",
"4105","None","2017-08-01T09:25:12.5100104","0.0005101","UsbSpec","Control Out Transfer","2 ","08,01,10,00,C3,00,00,00",
"4104","None","2017-08-01T09:25:12.5099462","0.0160718","UsbSpec","Interrupt In Transfer","2 ","00,08,01,14,26,15,F4,0B",
"4101","None","2017-08-01T09:25:12.5015990","0.0005120","UsbSpec","Control Out Transfer","2 ","08,01,0C,00,C3,00,00,00",
"4100","None","2017-08-01T09:25:12.5015537","0.0163161","UsbSpec","Interrupt In Transfer","2 ","00,08,01,10,6F,0E,87,3F",
"4097","None","2017-08-01T09:25:12.4935804","0.0006143","UsbSpec","Control Out Transfer","2 ","08,01,08,00,C3,00,00,00",
"4096","None","2017-08-01T09:25:12.4934780","0.0163904","UsbSpec","Interrupt In Transfer","2 ","00,08,01,0C,2E,FD,8B,43",
"4093","None","2017-08-01T09:25:12.4856345","0.0004924","UsbSpec","Control Out Transfer","2 ","08,01,04,00,C3,00,00,00",
"4092","None","2017-08-01T09:25:12.4855352","0.0159547","UsbSpec","Interrupt In Transfer","2 ","00,08,01,08,18,0B,10,27",
"4089","None","2017-08-01T09:25:12.4781101","0.0007321","UsbSpec","Control Out Transfer","2 ","08,01,00,00,C3,00,00,00",
"4088","None","2017-08-01T09:25:12.4780131","0.0154343","UsbSpec","Interrupt In Transfer","2 ","00,08,01,04,A7,3E,8C,0A",
"4085","None","2017-08-01T09:25:12.4696319","0.0005660","UsbSpec","Control Out Transfer","2 ","08,00,FC,00,C3,00,00,00",
"4084","None","2017-08-01T09:25:12.4695413","0.0159645","UsbSpec","Interrupt In Transfer","2 ","00,08,01,00,23,43,C5,70",
"4081","None","2017-08-01T09:25:12.4616215","0.0004913","UsbSpec","Control Out Transfer","2 ","08,00,F8,00,C3,00,00,00",
"4080","None","2017-08-01T09:25:12.4615426","0.0164395","UsbSpec","Interrupt In Transfer","2 ","00,08,00,FC,10,27,DB,9D",
"4077","None","2017-08-01T09:25:12.4538467","0.0006246","UsbSpec","Control Out Transfer","2 ","08,00,F4,00,C3,00,00,00",
"4076","None","2017-08-01T09:25:12.4537799","0.0157085","UsbSpec","Interrupt In Transfer","2 ","00,08,00,F8,99,0A,19,0B",
"4073","None","2017-08-01T09:25:12.4456242","0.0005792","UsbSpec","Control Out Transfer","2 ","08,00,F0,00,C3,00,00,00",
"4072","None","2017-08-01T09:25:12.4455570","0.0159169","UsbSpec","Interrupt In Transfer","2 ","00,08,00,F4,3A,18,A8,3E",
"4069","None","2017-08-01T09:25:12.4375832","0.0004875","UsbSpec","Control Out Transfer","2 ","08,00,EC,00,C3,00,00,00",
"4068","None","2017-08-01T09:25:12.4374695","0.0162795","UsbSpec","Interrupt In Transfer","2 ","00,08,00,F0,73,DD,23,43",
"4065","None","2017-08-01T09:25:12.4297072","0.0005796","UsbSpec","Control Out Transfer","2 ","08,00,E8,00,C3,00,00,00",
"4064","None","2017-08-01T09:25:12.4296253","0.0158965","UsbSpec","Interrupt In Transfer","2 ","00,08,00,EC,1A,0B,10,27",
"4061","None","2017-08-01T09:25:12.4215402","0.0005633","UsbSpec","Control Out Transfer","2 ","08,00,E4,00,C3,00,00,00",
"4060","None","2017-08-01T09:25:12.4215016","0.0159347","UsbSpec","Interrupt In Transfer","2 ","00,08,00,E8,A8,3E,96,0A",
"4057","None","2017-08-01T09:25:12.4140414","0.0004969","UsbSpec","Control Out Transfer","2 ","08,00,E0,00,C3,00,00,00",
"4056","None","2017-08-01T09:25:12.4139746","0.0156156","UsbSpec","Interrupt In Transfer","2 ","00,08,00,E4,23,43,DB,83",
"4053","None","2017-08-01T09:25:12.4059340","0.0008069","UsbSpec","Control Out Transfer","2 ","08,00,DC,00,C3,00,00,00",
"4052","None","2017-08-01T09:25:12.4058283","0.0156428","UsbSpec","Interrupt In Transfer","2 ","00,08,00,E0,00,00,05,FE",
"4049","None","2017-08-01T09:25:12.3975724","0.0006393","UsbSpec","Control Out Transfer","2 ","08,00,D8,00,C3,00,00,00",
"4048","None","2017-08-01T09:25:12.3975026","0.0164410","UsbSpec","Interrupt In Transfer","2 ","00,08,00,DC,00,00,01,00",
"4045","None","2017-08-01T09:25:12.3899053","0.0007687","UsbSpec","Control Out Transfer","2 ","08,00,D4,00,C3,00,00,00",
"4044","None","2017-08-01T09:25:12.3898369","0.0159608","UsbSpec","Interrupt In Transfer","2 ","00,08,00,D8,00,00,00,00",
"4041","None","2017-08-01T09:25:12.3820440","0.0005532","UsbSpec","Control Out Transfer","2 ","08,00,D0,00,C3,00,00,00",
"4040","None","2017-08-01T09:25:12.3819953","0.0154733","UsbSpec","Interrupt In Transfer","2 ","00,08,00,D4,00,00,00,00",
"4037","None","2017-08-01T09:25:12.3737108","0.0006121","UsbSpec","Control Out Transfer","2 ","08,00,CC,00,C3,00,00,00",
"4036","None","2017-08-01T09:25:12.3736648","0.0161416","UsbSpec","Interrupt In Transfer","2 ","00,08,00,D0,00,00,00,00",
"4033","None","2017-08-01T09:25:12.3659742","0.0005331","UsbSpec","Control Out Transfer","2 ","08,00,C8,00,C3,00,00,00",
"4032","None","2017-08-01T09:25:12.3658787","0.0160483","UsbSpec","Interrupt In Transfer","2 ","00,08,00,CC,00,00,00,00",
"4029","None","2017-08-01T09:25:12.3576244","0.0005165","UsbSpec","Control Out Transfer","2 ","08,00,C4,00,C3,00,00,00",
"4028","None","2017-08-01T09:25:12.3575421","0.0160543","UsbSpec","Interrupt In Transfer","2 ","00,08,00,C8,DF,00,FF,00",
"4025","None","2017-08-01T09:25:12.3497390","0.0006687","UsbSpec","Control Out Transfer","2 ","08,00,C0,00,C3,00,00,00",
"4024","None","2017-08-01T09:25:12.3496374","0.0162043","UsbSpec","Interrupt In Transfer","2 ","00,08,00,C4,9F,00,BF,00",
"4021","None","2017-08-01T09:25:12.3415757","0.0004693","UsbSpec","Control Out Transfer","2 ","08,00,BC,00,C3,00,00,00",
"4020","None","2017-08-01T09:25:12.3414915","0.0160203","UsbSpec","Interrupt In Transfer","2 ","00,08,00,C0,60,00,80,00",
"4017","None","2017-08-01T09:25:12.3340565","0.0004610","UsbSpec","Control Out Transfer","2 ","08,00,B8,00,C3,00,00,00",
"4016","None","2017-08-01T09:25:12.3339927","0.0156081","UsbSpec","Interrupt In Transfer","2 ","00,08,00,BC,20,00,40,00",
"4013","None","2017-08-01T09:25:12.3260650","0.0005966","UsbSpec","Control Out Transfer","2 ","08,00,B4,00,C3,00,00,00",
"4012","None","2017-08-01T09:25:12.3259978","0.0154669","UsbSpec","Interrupt In Transfer","2 ","00,08,00,B8,09,00,00,00",
"4009","None","2017-08-01T09:25:12.3176786","0.0005101","UsbSpec","Control Out Transfer","2 ","08,00,B0,00,C3,00,00,00",
"4008","None","2017-08-01T09:25:12.3176076","0.0163190","UsbSpec","Interrupt In Transfer","2 ","00,08,00,B4,77,85,D7,66",
"4005","None","2017-08-01T09:25:12.3097720","0.0006646","UsbSpec","Control Out Transfer","2 ","08,00,AC,00,C3,00,00,00",
"4004","None","2017-08-01T09:25:12.3096655","0.0162911","UsbSpec","Interrupt In Transfer","2 ","00,08,00,B0,48,19,75,77",
"4001","None","2017-08-01T09:25:12.3015887","0.0005452","UsbSpec","Control Out Transfer","2 ","08,00,A8,00,C3,00,00,00",
"4000","None","2017-08-01T09:25:12.3015230","0.0160506","UsbSpec","Interrupt In Transfer","2 ","00,08,00,AC,40,5C,19,00",
"3997","None","2017-08-01T09:25:12.2939045","0.0007835","UsbSpec","Control Out Transfer","2 ","08,00,A4,00,C3,00,00,00",
"3996","None","2017-08-01T09:25:12.2938366","0.0157980","UsbSpec","Interrupt In Transfer","2 ","00,08,00,A8,FD,C0,92,34",
"3993","None","2017-08-01T09:25:12.2855649","0.0005147","UsbSpec","Control Out Transfer","2 ","08,00,A0,00,C3,00,00,00",
"3992","None","2017-08-01T09:25:12.2854913","0.0160000","UsbSpec","Interrupt In Transfer","2 ","00,08,00,A4,38,01,00,00",
"3989","None","2017-08-01T09:25:12.2780507","0.0004704","UsbSpec","Control Out Transfer","2 ","08,00,9C,00,C3,00,00,00",
"3988","None","2017-08-01T09:25:12.2779585","0.0158475","UsbSpec","Interrupt In Transfer","2 ","00,08,00,A0,56,A6,D7,66",
"3985","None","2017-08-01T09:25:12.2696484","0.0004772","UsbSpec","Control Out Transfer","2 ","08,00,98,00,C3,00,00,00",
"3984","Validation","2017-08-01T09:25:12.2695698","0.0158890","UsbSpec","Interrupt In Transfer","2 ","00,08,00,9C,28,5C,19,00",
"3981","None","2017-08-01T09:25:12.2618158","0.0006948","UsbSpec","Control Out Transfer","2 ","08,00,94,00,C3,00,00,00",
"3980","Validation","2017-08-01T09:25:12.2617479","0.0161785","UsbSpec","Interrupt In Transfer","2 ","00,08,00,98,30,00,10,01",
"3977","None","2017-08-01T09:25:12.2535936","0.0004724","UsbSpec","Control Out Transfer","2 ","08,00,90,00,C3,00,00,00",
"3976","None","2017-08-01T09:25:12.2535143","0.0160057","UsbSpec","Interrupt In Transfer","2 ","00,08,00,94,31,32,33,00",
"3973","None","2017-08-01T09:25:12.2458037","0.0006880","UsbSpec","Control Out Transfer","2 ","08,00,8C,00,C3,00,00,00",
"3972","None","2017-08-01T09:25:12.2457135","0.0160034","UsbSpec","Interrupt In Transfer","2 ","00,08,00,90,4C,45,4E,34",
"3969","None","2017-08-01T09:25:12.2377258","0.0006207","UsbSpec","Control Out Transfer","2 ","08,00,88,00,C3,00,00,00",
"3968","None","2017-08-01T09:25:12.2376280","0.0158584","UsbSpec","Interrupt In Transfer","2 ","00,08,00,8C,15,02,0B,12",
"3965","None","2017-08-01T09:25:12.2298188","0.0006880","UsbSpec","Control Out Transfer","2 ","08,00,84,00,C3,00,00,00",
"3964","None","2017-08-01T09:25:12.2297660","0.0159192","UsbSpec","Interrupt In Transfer","2 ","00,08,00,88,01,00,10,06",
"3961","None","2017-08-01T09:25:12.2219451","0.0006053","UsbSpec","Control Out Transfer","2 ","08,00,80,00,C3,00,00,00",
"3960","None","2017-08-01T09:25:12.2218568","0.0157417","UsbSpec","Interrupt In Transfer","2 ","00,08,00,84,00,EF,40,02",
"3957","None","2017-08-01T09:25:12.2150279","0.0005758","UsbSpec","Control Out Transfer","2 ","00,00,00,00,54,06,00,00",
"3956","None","2017-08-01T09:25:12.2146888","0.0150500","UsbSpec","Interrupt In Transfer","2 ","00,08,00,80,43,43,4D,32",
"3955","None","2017-08-01T09:25:12.2146658","0.0071736","UsbSpec","Interrupt In Transfer","2 ","00,00,45,43,43,4D,33,20",
"3953","Validation","2017-08-01T09:25:12.2141447","0.0004565","UsbSpec","Control Out Transfer","2 ","",
"3799","None","2017-08-01T09:24:54.3776109","2.0105175","UsbSpec","Interrupt In Transfer - Canceled","2 ","",
"3798","None","2017-08-01T09:24:54.3775897","2.0105360","UsbSpec","Interrupt In Transfer - Canceled","2 ","",
"3796","Validation","2017-08-01T09:24:54.3773613","0.0001805","UsbSpec","Control Out Transfer","2 ","",
